@relation train

@attribute Age numeric
@attribute Occupation {Scientist,Teacher,Engineer,Entrepreneur,Developer,Lawyer,Media_Manager,Doctor,Journalist,Manager,Accountant,Musician,Mechanic,Writer,Architect}
@attribute Annual_Income numeric
@attribute Monthly_Inhand_Salary numeric
@attribute Num_Credit_Card numeric
@attribute Num_of_Loan numeric
@attribute Num_of_Delayed_Payment numeric
@attribute Outstanding_Debt numeric
@attribute Credit_History_Age {'22 Years and 1 Months',NA,'26 Years and 8 Months','26 Years and 11 Months','27 Years and 0 Months','27 Years and 2 Months','17 Years and 10 Months','18 Years and 3 Months','18 Years and 4 Months','17 Years and 3 Months','17 Years and 4 Months','17 Years and 5 Months','17 Years and 7 Months','30 Years and 11 Months','31 Years and 0 Months','31 Years and 2 Months','32 Years and 2 Months','32 Years and 3 Months','32 Years and 5 Months','32 Years and 6 Months','30 Years and 7 Months','30 Years and 8 Months','30 Years and 9 Months','30 Years and 10 Months','14 Years and 8 Months','15 Years and 2 Months','21 Years and 5 Months','21 Years and 8 Months','21 Years and 9 Months','26 Years and 6 Months','26 Years and 7 Months','26 Years and 9 Months','19 Years and 3 Months','19 Years and 7 Months','19 Years and 8 Months','25 Years and 5 Months','25 Years and 7 Months','25 Years and 8 Months','25 Years and 9 Months','25 Years and 10 Months','26 Years and 10 Months','27 Years and 1 Months','27 Years and 3 Months','27 Years and 4 Months','27 Years and 5 Months','9 Years and 0 Months','9 Years and 2 Months','9 Years and 3 Months','9 Years and 4 Months','18 Years and 2 Months','18 Years and 6 Months','18 Years and 8 Months','16 Years and 10 Months','16 Years and 11 Months','29 Years and 4 Months','29 Years and 6 Months','29 Years and 8 Months','29 Years and 9 Months','6 Years and 5 Months','6 Years and 6 Months','6 Years and 7 Months','6 Years and 8 Months','7 Years and 0 Months','27 Years and 7 Months','27 Years and 8 Months','18 Years and 5 Months','18 Years and 9 Months','19 Years and 4 Months','19 Years and 5 Months','19 Years and 9 Months','10 Years and 2 Months','10 Years and 4 Months','32 Years and 10 Months','32 Years and 11 Months','33 Years and 4 Months','12 Years and 5 Months','12 Years and 8 Months','12 Years and 10 Months','13 Years and 8 Months','14 Years and 1 Months','19 Years and 6 Months','30 Years and 3 Months','30 Years and 4 Months','8 Years and 9 Months','8 Years and 10 Months','9 Years and 1 Months','18 Years and 7 Months','13 Years and 1 Months','13 Years and 2 Months','13 Years and 5 Months','13 Years and 7 Months','21 Years and 6 Months','26 Years and 0 Months','26 Years and 1 Months','26 Years and 2 Months','28 Years and 5 Months','7 Years and 11 Months','8 Years and 0 Months','8 Years and 2 Months','8 Years and 4 Months','24 Years and 3 Months','24 Years and 7 Months','24 Years and 8 Months','24 Years and 9 Months','17 Years and 1 Months','17 Years and 2 Months','17 Years and 6 Months','1 Years and 5 Months','1 Years and 6 Months','1 Years and 8 Months','11 Years and 0 Months','11 Years and 4 Months','11 Years and 5 Months','20 Years and 0 Months','21 Years and 0 Months','21 Years and 3 Months','0 Years and 5 Months','0 Years and 6 Months','0 Years and 9 Months','0 Years and 10 Months','31 Years and 8 Months','31 Years and 9 Months','31 Years and 11 Months','32 Years and 1 Months','17 Years and 0 Months','12 Years and 7 Months','13 Years and 0 Months','27 Years and 10 Months','11 Years and 6 Months','11 Years and 7 Months','11 Years and 8 Months','11 Years and 10 Months','24 Years and 11 Months','25 Years and 2 Months','25 Years and 3 Months','17 Years and 9 Months','17 Years and 11 Months','10 Years and 7 Months','31 Years and 3 Months','31 Years and 4 Months','31 Years and 5 Months','31 Years and 1 Months','17 Years and 8 Months','13 Years and 3 Months','13 Years and 6 Months','5 Years and 5 Months','5 Years and 8 Months','2 Years and 11 Months','3 Years and 1 Months','3 Years and 4 Months','3 Years and 5 Months','3 Years and 6 Months','24 Years and 5 Months','24 Years and 6 Months','16 Years and 4 Months','16 Years and 8 Months','23 Years and 4 Months','23 Years and 5 Months','8 Years and 5 Months','8 Years and 8 Months','4 Years and 5 Months','4 Years and 6 Months','4 Years and 8 Months','4 Years and 9 Months','32 Years and 9 Months','33 Years and 2 Months','33 Years and 3 Months','30 Years and 2 Months','25 Years and 11 Months','33 Years and 0 Months','26 Years and 3 Months','26 Years and 4 Months','18 Years and 0 Months','18 Years and 1 Months','28 Years and 3 Months','28 Years and 4 Months','28 Years and 6 Months','28 Years and 8 Months','29 Years and 2 Months','29 Years and 3 Months','29 Years and 5 Months','20 Years and 1 Months','20 Years and 3 Months','20 Years and 4 Months','20 Years and 5 Months','20 Years and 7 Months','28 Years and 7 Months','28 Years and 9 Months','28 Years and 11 Months','29 Years and 0 Months','13 Years and 9 Months','1 Years and 4 Months','1 Years and 10 Months','1 Years and 11 Months','33 Years and 1 Months','28 Years and 10 Months','5 Years and 4 Months','31 Years and 10 Months','32 Years and 8 Months','8 Years and 11 Months','24 Years and 4 Months','24 Years and 10 Months','22 Years and 5 Months','22 Years and 6 Months','22 Years and 9 Months','22 Years and 10 Months','22 Years and 11 Months','16 Years and 5 Months','16 Years and 6 Months','23 Years and 3 Months','21 Years and 11 Months','22 Years and 2 Months','20 Years and 2 Months','20 Years and 8 Months','20 Years and 9 Months','15 Years and 4 Months','15 Years and 5 Months','15 Years and 6 Months','15 Years and 8 Months','15 Years and 9 Months','15 Years and 10 Months','12 Years and 9 Months','4 Years and 10 Months','5 Years and 1 Months','26 Years and 5 Months','15 Years and 7 Months','22 Years and 7 Months','27 Years and 9 Months','28 Years and 0 Months','28 Years and 2 Months','5 Years and 7 Months','16 Years and 7 Months','12 Years and 0 Months','12 Years and 2 Months','12 Years and 4 Months','27 Years and 11 Months','31 Years and 7 Months','21 Years and 2 Months','21 Years and 4 Months','23 Years and 2 Months','13 Years and 4 Months','16 Years and 2 Months','29 Years and 1 Months','14 Years and 9 Months','14 Years and 10 Months','14 Years and 11 Months','15 Years and 0 Months','16 Years and 1 Months','23 Years and 1 Months','25 Years and 4 Months','25 Years and 6 Months','18 Years and 10 Months','19 Years and 2 Months','8 Years and 1 Months','8 Years and 3 Months','8 Years and 7 Months','9 Years and 5 Months','9 Years and 6 Months','5 Years and 11 Months','6 Years and 1 Months','18 Years and 11 Months','19 Years and 0 Months','5 Years and 6 Months','5 Years and 9 Months','5 Years and 10 Months','15 Years and 3 Months','7 Years and 9 Months','28 Years and 1 Months','33 Years and 5 Months','6 Years and 11 Months','7 Years and 1 Months','7 Years and 2 Months','7 Years and 5 Months','23 Years and 7 Months','23 Years and 9 Months','21 Years and 7 Months','22 Years and 0 Months','22 Years and 3 Months','10 Years and 8 Months','10 Years and 9 Months','11 Years and 9 Months','11 Years and 11 Months','21 Years and 10 Months','31 Years and 6 Months','32 Years and 0 Months','20 Years and 11 Months','30 Years and 5 Months','30 Years and 6 Months','29 Years and 11 Months','9 Years and 10 Months','10 Years and 0 Months','10 Years and 1 Months','14 Years and 0 Months','14 Years and 3 Months','14 Years and 4 Months','22 Years and 4 Months','22 Years and 8 Months','6 Years and 0 Months','23 Years and 8 Months','23 Years and 10 Months','23 Years and 11 Months','24 Years and 0 Months','15 Years and 11 Months','9 Years and 7 Months','9 Years and 8 Months','9 Years and 9 Months','25 Years and 0 Months','10 Years and 10 Months','11 Years and 1 Months','7 Years and 8 Months','7 Years and 10 Months','19 Years and 11 Months','27 Years and 6 Months','23 Years and 6 Months','13 Years and 10 Months','12 Years and 6 Months','25 Years and 1 Months','29 Years and 10 Months','30 Years and 0 Months','10 Years and 5 Months','10 Years and 6 Months','10 Years and 11 Months','30 Years and 1 Months','11 Years and 2 Months','10 Years and 3 Months','7 Years and 3 Months','7 Years and 6 Months','9 Years and 11 Months','16 Years and 0 Months','19 Years and 1 Months','1 Years and 9 Months','6 Years and 2 Months','6 Years and 3 Months','6 Years and 4 Months','20 Years and 6 Months','32 Years and 7 Months','20 Years and 10 Months','23 Years and 0 Months','3 Years and 3 Months','3 Years and 7 Months','3 Years and 9 Months','3 Years and 10 Months','19 Years and 10 Months','12 Years and 1 Months','12 Years and 3 Months','29 Years and 7 Months','16 Years and 3 Months','7 Years and 4 Months','7 Years and 7 Months','14 Years and 7 Months','12 Years and 11 Months','24 Years and 2 Months','13 Years and 11 Months','4 Years and 7 Months','4 Years and 11 Months','6 Years and 10 Months','6 Years and 9 Months','3 Years and 11 Months','4 Years and 1 Months','4 Years and 2 Months','4 Years and 4 Months','1 Years and 3 Months','14 Years and 6 Months','32 Years and 4 Months','11 Years and 3 Months','2 Years and 4 Months','16 Years and 9 Months','2 Years and 1 Months','8 Years and 6 Months','5 Years and 2 Months','1 Years and 7 Months','21 Years and 1 Months','14 Years and 5 Months','0 Years and 7 Months','1 Years and 2 Months','24 Years and 1 Months','14 Years and 2 Months','3 Years and 8 Months','4 Years and 0 Months','0 Years and 8 Months','1 Years and 0 Months','33 Years and 6 Months','1 Years and 1 Months','2 Years and 2 Months','2 Years and 3 Months','0 Years and 4 Months','2 Years and 7 Months','15 Years and 1 Months','2 Years and 8 Months','2 Years and 9 Months','2 Years and 10 Months','3 Years and 0 Months','3 Years and 2 Months','2 Years and 0 Months','5 Years and 3 Months','2 Years and 5 Months','4 Years and 3 Months','0 Years and 11 Months','5 Years and 0 Months','0 Years and 2 Months','0 Years and 3 Months','33 Years and 7 Months','33 Years and 8 Months','2 Years and 6 Months'}
@attribute Payment_of_Min_Amount {No,NM,Yes}
@attribute Monthly_Balance numeric
@attribute Credit_Score {Good,Standard,Poor}

@data
55,Architect,14230.995,1381.91625,3,4,10,626.64,'32 Years and 8 Months',No,275.960682,Standard
55,Architect,14230.995,1381.91625,3,4,8,626.64,'32 Years and 9 Months',No,321.652968,Standard
55,Architect,14230.995,1381.91625,3,4,6,626.64,'32 Years and 10 Months',No,315.208928,Standard
55,Architect,14230.995,1381.91625,3,4,8,626.64,'32 Years and 11 Months',No,257.65609,Standard
55,Architect,14230.995,1381.91625,3,4,11,626.64,'33 Years and 0 Months',No,197.711851,Standard
55,Architect,14230.995,1381.91625,3,4,10,626.64,'33 Years and 1 Months',No,239.337118,Standard
55,Architect,14230.995,1381.91625,3,4,8,626.64,'33 Years and 2 Months',No,294.028021,Standard
55,Architect,14230.995,1381.91625,3,4,8,626.64,'33 Years and 3 Months',No,198.115326,Standard
48,Writer,170986.72,14137.89333,5,4,0,396.58,'32 Years and 3 Months',No,989.106237,Good
48,Writer,170986.72,14137.89333,5,4,0,396.58,'32 Years and 4 Months',No,768.771662,Standard
48,Writer,170986.72,14137.89333,5,4,0,396.58,'32 Years and 7 Months',No,449.124453,Good
46,Musician,77923,6306.583333,6,3,11,1101.45,'19 Years and 3 Months',No,712.870554,Standard
46,Musician,77923,6306.583333,6,3,9,1101.45,'19 Years and 6 Months',No,537.800412,Standard
46,Musician,77923,6306.583333,6,3,8,1101.45,'19 Years and 9 Months',No,299.950067,Standard
47,Mechanic,103838.72,8605.226667,3,1,11,494.31,'19 Years and 11 Months',Yes,945.839312,Standard
48,Mechanic,103838.72,8605.226667,3,1,10,494.31,'20 Years and 0 Months',Yes,958.66216,Standard
48,Mechanic,103838.72,8605.226667,3,1,12,494.31,'20 Years and 2 Months',Yes,244.349489,Standard
48,Mechanic,103838.72,8605.226667,3,1,12,494.31,'20 Years and 4 Months',Yes,659.516996,Good
42,Media_Manager,16054.06,1416.838333,5,3,15,2457.58,'15 Years and 10 Months',Yes,338.882704,Poor
42,Media_Manager,16054.06,1416.838333,5,3,10,2457.58,'15 Years and 11 Months',Yes,277.666343,Poor
42,Media_Manager,16054.06,1416.838333,5,3,9,2457.58,'16 Years and 0 Months',NM,334.134675,Poor
42,Media_Manager,16054.06,1416.838333,5,3,12,2457.58,'16 Years and 1 Months',Yes,328.693585,Standard
42,Media_Manager,16054.06,1416.838333,5,3,14,2457.58,'16 Years and 2 Months',Yes,238.617535,Poor
42,Media_Manager,16054.06,1416.838333,5,3,11,2457.58,'16 Years and 3 Months',Yes,328.628403,Poor
43,Media_Manager,16054.06,1416.838333,5,3,12,2457.58,NA,Yes,225.914471,Poor
21,Entrepreneur,18014.3,1734.191667,8,6,15,2216.07,NA,NM,337.495575,Poor
22,Entrepreneur,18014.3,1734.191667,8,6,15,2216.07,'13 Years and 7 Months',Yes,241.962527,Poor
22,Entrepreneur,18014.3,1734.191667,8,6,15,2216.07,'13 Years and 8 Months',Yes,263.234516,Poor
33,Developer,80182.28,6684.856667,4,1,7,645.51,'31 Years and 9 Months',NM,791.233332,Standard
33,Developer,80182.28,6684.856667,4,1,8,645.51,'32 Years and 0 Months',No,465.164095,Standard
33,Developer,80182.28,6684.856667,4,1,5,645.51,'32 Years and 1 Months',No,799.388383,Standard
33,Developer,80182.28,6684.856667,4,1,8,645.51,'32 Years and 2 Months',No,680.599075,Standard
33,Developer,80182.28,6684.856667,4,1,8,645.51,'32 Years and 3 Months',No,711.271136,Standard
21,Teacher,36568.05,3011.3375,7,4,14,1417.22,'29 Years and 10 Months',Yes,402.589589,Standard
22,Teacher,36568.05,3011.3375,7,4,14,1417.22,'30 Years and 0 Months',Yes,198.550884,Standard
22,Teacher,36568.05,3011.3375,7,4,14,1417.22,'30 Years and 2 Months',NM,310.198595,Standard
23,Teacher,17709.31,1732.775833,8,2,19,1551.3,'17 Years and 5 Months',Yes,365.3821,Poor
24,Teacher,17709.31,1732.775833,8,2,19,1551.3,'17 Years and 7 Months',Yes,367.896265,Poor
24,Teacher,17709.31,1732.775833,8,2,19,1551.3,'17 Years and 8 Months',NM,343.645213,Poor
24,Teacher,17709.31,1732.775833,8,2,19,1551.3,NA,Yes,286.348172,Poor
24,Teacher,17709.31,1732.775833,8,2,19,1551.3,'17 Years and 11 Months',Yes,338.544508,Poor
18,Writer,140042.28,11399.19,5,4,6,1438.91,'16 Years and 5 Months',No,405.304644,Standard
18,Writer,140042.28,11399.19,5,4,3,1438.91,'16 Years and 7 Months',No,506.28189,Good
18,Writer,140042.28,11399.19,5,4,3,1438.91,'16 Years and 8 Months',No,597.544752,Good
44,Manager,94330.83,8076.9025,4,6,14,185.98,'17 Years and 8 Months',Yes,689.260838,Standard
44,Manager,94330.83,8076.9025,4,6,14,185.98,'18 Years and 0 Months',Yes,727.315692,Standard
45,Manager,94330.83,8076.9025,4,6,14,185.98,'18 Years and 1 Months',NM,334.954043,Standard
27,Doctor,16805.54,1451.461667,5,3,19,438.74,'26 Years and 7 Months',Yes,361.126968,Standard
27,Doctor,16805.54,1451.461667,5,3,19,438.74,'26 Years and 8 Months',Yes,352.794929,Standard
27,Doctor,16805.54,1451.461667,5,3,19,438.74,'26 Years and 9 Months',Yes,338.356168,Standard
28,Doctor,16805.54,1451.461667,5,3,16,438.74,'27 Years and 2 Months',Yes,256.57439,Standard
35,Media_Manager,95111.1,7724.925,2,1,3,467.35,'20 Years and 6 Months',No,573.485983,Good
35,Media_Manager,95111.1,7724.925,2,1,2,467.35,'20 Years and 7 Months',No,798.809064,Good
35,Media_Manager,95111.1,7724.925,2,1,4,467.35,'20 Years and 8 Months',No,775.789396,Good
35,Media_Manager,95111.1,7724.925,2,1,2,467.35,'20 Years and 9 Months',No,725.787489,Standard
35,Media_Manager,95111.1,7724.925,2,1,2,467.35,'20 Years and 11 Months',No,307.015327,Good
35,Media_Manager,95111.1,7724.925,2,1,3,467.35,'21 Years and 0 Months',No,811.039431,Good
42,Manager,19249.61,1377.134167,5,4,20,2600.77,'6 Years and 7 Months',Yes,294.710235,Poor
42,Manager,19249.61,1377.134167,5,4,20,2600.77,'6 Years and 8 Months',Yes,309.293807,Standard
42,Manager,19249.61,1377.134167,5,4,20,2600.77,'6 Years and 10 Months',Yes,228.729954,Poor
43,Manager,19249.61,1377.134167,5,4,20,2600.77,'7 Years and 1 Months',Yes,322.482494,Poor
40,Engineer,71297.02,6028.418333,4,4,3,383.01,'30 Years and 8 Months',No,398.980051,Good
40,Engineer,71297.02,6028.418333,4,4,4,383.01,'30 Years and 9 Months',No,525.163468,Good
40,Engineer,71297.02,6028.418333,4,4,3,383.01,'30 Years and 10 Months',NM,494.615974,Good
40,Engineer,71297.02,6028.418333,4,4,3,383.01,'31 Years and 0 Months',No,283.971042,Good
40,Engineer,71297.02,6028.418333,4,4,5,383.01,'31 Years and 2 Months',No,620.907019,Standard
43,Lawyer,30564.96,2263.08,6,1,5,1142.05,'23 Years and 8 Months',No,366.537583,Standard
43,Lawyer,30564.96,2263.08,6,1,8,1142.05,'23 Years and 9 Months',No,296.945345,Standard
43,Lawyer,30564.96,2263.08,6,1,8,1142.05,'24 Years and 1 Months',No,428.873501,Standard
43,Lawyer,30564.96,2263.08,6,1,8,1142.05,'24 Years and 2 Months',No,245.010895,Standard
19,Doctor,36933.77,3324.814167,6,3,10,185.39,'19 Years and 5 Months',No,481.333811,Poor
19,Doctor,36933.77,3324.814167,6,3,10,185.39,NA,NM,367.11343,Poor
19,Doctor,36933.77,3324.814167,6,3,10,185.39,'19 Years and 9 Months',No,125.888959,Poor
19,Doctor,36933.77,3324.814167,6,3,10,185.39,NA,NM,339.167421,Poor
52,Media_Manager,12358210,2643.685,7,1,9,315.39,NA,No,303.917386,Poor
53,Media_Manager,32504.22,2643.685,7,1,9,315.39,NA,No,422.681687,Poor
53,Media_Manager,32504.22,2643.685,7,1,9,315.39,'26 Years and 5 Months',No,424.480064,Poor
18,Teacher,16888.405,1564.367083,6,1,14,724.57,'25 Years and 3 Months',No,332.23567,Standard
18,Teacher,16888.405,1564.367083,6,1,14,724.57,'25 Years and 4 Months',No,365.597204,Standard
18,Teacher,16888.405,1564.367083,6,1,14,724.57,'25 Years and 5 Months',No,384.6416,Standard
19,Teacher,16888.405,1564.367083,6,1,14,724.57,'25 Years and 10 Months',No,374.712614,Standard
36,Mechanic,14061.55,1371.795833,9,8,18,4060.87,'10 Years and 4 Months',Yes,222.512576,Poor
36,Mechanic,14061.55,1371.795833,9,8,18,4060.87,'10 Years and 5 Months',Yes,208.546719,Standard
36,Mechanic,14061.55,1371.795833,9,8,18,4060.87,'10 Years and 6 Months',Yes,314.090605,Standard
36,Mechanic,14061.55,1371.795833,9,8,18,4060.87,'10 Years and 7 Months',Yes,224.798566,Standard
36,Mechanic,14061.55,1371.795833,9,8,18,4060.87,'10 Years and 8 Months',Yes,275.426078,Standard
37,Mechanic,14061.55,1371.795833,9,8,18,4060.87,'10 Years and 10 Months',Yes,311.52648,Standard
30,Mechanic,36456.72,3163.06,10,2,8,1751.18,'16 Years and 10 Months',Yes,180.380345,Poor
30,Mechanic,36456.72,3163.06,10,2,5,1751.18,'16 Years and 11 Months',Yes,468.596723,Poor
30,Mechanic,36456.72,3163.06,10,2,8,1751.18,'17 Years and 1 Months',Yes,443.867688,Poor
30,Mechanic,36456.72,3163.06,10,2,8,1751.18,NA,NM,293.59881,Poor
30,Mechanic,36456.72,3163.06,10,2,9,1751.18,'17 Years and 3 Months',Yes,241.440265,Poor
51,Scientist,24376.73,1926.394167,4,1,8,1125.3,'16 Years and 3 Months',Yes,247.182242,Standard
51,Scientist,24376.73,1926.394167,4,1,5,1125.3,'16 Years and 4 Months',Yes,334.32622,Standard
52,Scientist,24376.73,1926.394167,4,1,8,1125.3,'16 Years and 6 Months',Yes,227.919108,Standard
52,Scientist,24376.73,1926.394167,4,1,5,1125.3,'16 Years and 7 Months',Yes,322.831937,Standard
52,Scientist,24376.73,1926.394167,4,1,8,1125.3,'16 Years and 10 Months',Yes,309.912836,Standard
22,Musician,128503.64,10803.63667,4,3,5,382.17,'18 Years and 5 Months',NM,835.811231,Good
22,Musician,128503.64,10803.63667,4,3,5,382.17,'18 Years and 6 Months',No,620.643758,Good
22,Musician,128503.64,10803.63667,4,3,5,382.17,NA,No,803.187993,Good
22,Musician,128503.64,10803.63667,4,3,5,382.17,'18 Years and 9 Months',No,817.061592,Good
50,Lawyer,131080.8,11015.4,7,2,18,161.29,'22 Years and 8 Months',No,775.5403,Standard
50,Lawyer,131080.8,11015.4,7,2,18,161.29,'22 Years and 10 Months',No,1015.03604,Standard
50,Lawyer,131080.8,11015.4,7,2,18,161.29,'23 Years and 3 Months',No,435.705133,Good
43,Mechanic,19399.32,1680.61,7,7,15,2443.94,'11 Years and 2 Months',Yes,267.671732,Poor
43,Mechanic,19399.32,1680.61,7,7,16,2443.94,'11 Years and 4 Months',Yes,160.20924,Poor
43,Mechanic,19399.32,1680.61,7,7,16,2443.94,'11 Years and 5 Months',Yes,147.113251,Poor
43,Mechanic,19399.32,1680.61,7,7,14,2443.94,'11 Years and 6 Months',Yes,280.982574,Poor
43,Mechanic,19399.32,1680.61,7,7,16,2443.94,'11 Years and 9 Months',Yes,260.186142,Poor
28,Doctor,33999.48,2730.29,3,0,13,1373.82,'20 Years and 11 Months',Yes,480.755962,Standard
28,Doctor,33999.48,2730.29,3,0,13,1373.82,'21 Years and 3 Months',Yes,434.588019,Standard
28,Doctor,33999.48,2730.29,3,0,13,1373.82,'21 Years and 4 Months',Yes,375.771352,Standard
29,Doctor,33999.48,2730.29,3,0,13,1373.82,'21 Years and 5 Months',Yes,421.196191,Standard
51,Manager,170614.28,14463.85667,6,2,2,849.69,'20 Years and 1 Months',No,1263.527449,Standard
51,Manager,170614.28,14463.85667,6,2,2,849.69,'20 Years and 3 Months',No,1306.893169,Standard
52,Manager,170614.28,14463.85667,6,2,2,849.69,'20 Years and 5 Months',No,1049.549861,Standard
52,Manager,170614.28,14463.85667,6,2,2,849.69,'20 Years and 6 Months',No,1069.335165,Standard
52,Manager,170614.28,14463.85667,6,2,2,849.69,'20 Years and 7 Months',No,1090.395614,Standard
40,Accountant,18979.35,1712.6125,10,7,12,1472.35,'13 Years and 1 Months',Yes,284.235037,Poor
40,Accountant,18979.35,1712.6125,10,7,9,1472.35,'13 Years and 2 Months',Yes,285.835963,Poor
40,Accountant,18979.35,1712.6125,10,7,9,1472.35,'13 Years and 5 Months',Yes,233.150838,Poor
40,Accountant,18979.35,1712.6125,10,7,9,1472.35,'13 Years and 8 Months',Yes,260.31023,Poor
35,Lawyer,7957.91,563.159167,3,5,19,818.5,'9 Years and 9 Months',Yes,275.025914,Standard
35,Lawyer,7957.91,563.159167,3,5,17,818.5,'10 Years and 0 Months',Yes,255.661747,Standard
35,Lawyer,7957.91,563.159167,3,5,19,818.5,NA,Yes,268.812844,Standard
35,Lawyer,7957.91,563.159167,2,5,19,818.5,'10 Years and 2 Months',NM,279.072896,Standard
35,Lawyer,7957.91,563.159167,2,5,17,818.5,'10 Years and 3 Months',Yes,282.44668,Standard
21,Manager,17143.76,1451.646667,8,8,18,3266.57,'2 Years and 5 Months',Yes,283.055468,Poor
22,Manager,17143.76,1451.646667,8,8,15,3266.57,'2 Years and 7 Months',Yes,273.553556,Poor
22,Manager,17143.76,1451.646667,8,8,18,3266.57,'2 Years and 11 Months',NM,195.707877,Poor
31,Teacher,68538.88,5562.573333,3,0,15,152.38,NA,No,670.898446,Standard
31,Teacher,68538.88,5562.573333,3,0,15,152.38,'27 Years and 5 Months',No,680.57058,Standard
31,Teacher,68538.88,5562.573333,3,0,18,152.38,'27 Years and 6 Months',No,492.06923,Standard
32,Teacher,68538.88,5562.573333,3,0,18,152.38,'27 Years and 8 Months',No,752.944094,Standard
32,Teacher,68538.88,5562.573333,3,0,19,152.38,'27 Years and 9 Months',No,686.504899,Standard
32,Teacher,68538.88,5562.573333,3,0,18,152.38,NA,No,729.559065,Standard
33,Journalist,60694.74,4976.895,7,4,11,1661.55,'10 Years and 5 Months',Yes,288.451598,Poor
33,Journalist,60694.74,4976.895,7,4,13,1661.55,'10 Years and 10 Months',Yes,373.090346,Poor
33,Journalist,60694.74,4976.895,7,4,13,1661.55,'10 Years and 11 Months',Yes,469.940896,Poor
55,Musician,22209,2117.75,5,4,13,281.35,'20 Years and 11 Months',Yes,344.900528,Poor
53,Engineer,32013.46,2595.788333,5,3,18,1068.81,'20 Years and 0 Months',NM,233.264168,Standard
53,Engineer,32013.46,2595.788333,5,3,17,1068.81,'20 Years and 1 Months',No,326.055658,Standard
53,Engineer,32013.46,2595.788333,5,3,13,1068.81,NA,No,359.767797,Standard
53,Engineer,32013.46,2595.788333,5,3,16,1068.81,'20 Years and 3 Months',No,386.436689,Standard
43,Architect,12683.275,938.939583,3,1,18,1166.91,'29 Years and 11 Months',Yes,287.348021,Standard
43,Architect,12683.275,938.939583,3,1,20,1166.91,'30 Years and 0 Months',Yes,286.159948,Poor
44,Architect,12683.275,938.939583,3,1,18,1166.91,'30 Years and 1 Months',Yes,268.878309,Poor
44,Architect,12683.275,938.939583,3,1,20,1166.91,'30 Years and 4 Months',Yes,317.515057,Poor
35,Media_Manager,67422.8,5435.566667,7,2,13,1082.56,'29 Years and 2 Months',Yes,553.307286,Standard
35,Media_Manager,67422.8,5435.566667,7,2,13,1082.56,'29 Years and 3 Months',Yes,358.952382,Standard
35,Media_Manager,67422.8,5435.566667,7,2,13,1082.56,NA,Yes,498.598226,Standard
35,Media_Manager,67422.8,5435.566667,7,2,13,1082.56,'29 Years and 8 Months',Yes,576.003046,Standard
53,Architect,32455.1,2973.591667,6,0,17,817.97,'28 Years and 2 Months',Yes,360.125436,Standard
54,Architect,32455.1,2973.591667,6,0,17,817.97,'28 Years and 4 Months',Yes,501.20949,Standard
54,Architect,32455.1,2973.591667,6,0,17,817.97,'28 Years and 5 Months',Yes,214.13353,Poor
54,Architect,32455.1,2973.591667,6,0,17,817.97,'28 Years and 9 Months',Yes,506.591617,Poor
38,Media_Manager,142725.8,11867.81667,2,0,12,450.68,NA,No,1119.77562,Good
38,Media_Manager,142725.8,11867.81667,2,0,11,450.68,'20 Years and 4 Months',No,1289.889157,Good
38,Media_Manager,142725.8,11867.81667,2,0,9,450.68,'20 Years and 5 Months',No,1196.972655,Good
39,Media_Manager,142725.8,11867.81667,2,0,11,450.68,'20 Years and 8 Months',No,1222.577035,Good
39,Media_Manager,142725.8,11867.81667,2,0,13,450.68,'20 Years and 9 Months',No,263.314126,Good
53,Engineer,44330.2,3744.183333,3,1,0,1483.39,'20 Years and 5 Months',No,272.032692,Standard
53,Engineer,44330.2,3744.183333,3,1,0,1483.39,'20 Years and 6 Months',No,511.215474,Standard
53,Engineer,44330.2,3744.183333,3,1,0,1483.39,'20 Years and 7 Months',No,475.816698,Good
53,Engineer,44330.2,3744.183333,3,1,0,1483.39,'20 Years and 9 Months',No,378.724545,Good
53,Engineer,44330.2,3744.183333,3,1,0,1483.39,'20 Years and 11 Months',NM,484.984054,Good
28,Doctor,31969.22,2946.101667,5,6,17,1334.68,'6 Years and 2 Months',Yes,327.487728,Poor
29,Doctor,31969.22,2946.101667,5,6,17,1334.68,'6 Years and 3 Months',NM,210.987913,Standard
29,Doctor,31969.22,2946.101667,5,6,17,1334.68,'6 Years and 4 Months',Yes,340.285942,Poor
29,Doctor,31969.22,2946.101667,5,6,17,1334.68,'6 Years and 5 Months',Yes,352.899867,Poor
29,Doctor,31969.22,2946.101667,5,6,20,1334.68,'6 Years and 7 Months',Yes,348.145463,Poor
31,Scientist,67151.6,5497.966667,4,7,13,41.67,'5 Years and 2 Months',Yes,80.369695,Standard
31,Scientist,67151.6,5497.966667,4,7,13,41.67,'5 Years and 8 Months',Yes,363.677181,Good
31,Scientist,67151.6,5497.966667,4,7,13,41.67,'5 Years and 9 Months',Yes,18.534417,Standard
54,Lawyer,57524.56,5035.713333,7,2,10,1068.65,'18 Years and 5 Months',No,408.164196,Standard
54,Lawyer,57524.56,5035.713333,7,2,10,1068.65,'18 Years and 8 Months',No,288.678254,Good
54,Lawyer,57524.56,5035.713333,7,2,10,1068.65,NA,NM,540.428103,Good
44,Journalist,10427.44,629.953333,5,7,15,1367.85,'9 Years and 5 Months',Yes,266.204928,Poor
45,Journalist,10427.44,629.953333,5,7,15,1367.85,'9 Years and 6 Months',Yes,242.642189,Poor
